식품명,식품대분류명,식품중분류명,100g당 에너지(kcal),단백질(g),지방(g),탄수화물(g)
김치찌개_햄,main dish,찌개 및 전골류,31,1.47,1.39,3.17
국밥_돼지머리,main dish,밥류,137,6.7,5.16,15.94
국밥_순대국밥,main dish,밥류,75,3.17,2.28,10.38
국밥_콩나물,main dish,밥류,52,1.45,0.24,10.93
기장밥,main dish,밥류,166,3.44,0.57,36.77
김밥,main dish,밥류,140,4.84,4.55,19.98
김밥_김치,main dish,밥류,130,4.3,4.03,19.17
김밥_날치알,main dish,밥류,177,6.1,4.26,28.66
김밥_돈가스,main dish,밥류,202,5.77,5.81,31.64
김밥_소고기,main dish,밥류,179,6.46,5.56,25.78
김밥_참치,main dish,밥류,174,7,7.22,20.26
김밥_채소,main dish,밥류,158,4.6,3.65,26.65
김밥_치즈,main dish,밥류,177,6.24,7.03,22.1
김밥_풋고추,main dish,밥류,169,4.88,4.41,27.52
덮밥_낙지,main dish,밥류,150,5.88,3.34,24.12
덮밥_닭고기,main dish,밥류,125,11.4,2.18,14.82
덮밥_돼지고기(제육),main dish,밥류,202,9.43,10.77,16.86
덮밥_불고기,main dish,밥류,182,6.6,5.31,26.96
덮밥_오징어,main dish,밥류,135,7.18,2.01,21.94
보리밥,main dish,밥류,161,2.9,0.24,36.77
볶음밥,main dish,밥류,183,5.56,2.76,33.97
볶음밥_계란,main dish,밥류,225,6.62,11.28,24.23
볶음밥_김치,main dish,밥류,167,5.32,9.18,15.74
볶음밥_새우,main dish,밥류,172,6.31,6.14,22.85
볶음밥_소고기,main dish,밥류,176,7.59,6.48,21.76
볶음밥_참치,main dish,밥류,180,4.62,3.27,32.9
볶음밥_채소,main dish,밥류,182,4.72,5.39,28.74
볶음밥_표고버섯,main dish,밥류,184,3.36,4.81,31.79
비빔밥,main dish,밥류,142,6.86,4.32,18.84
비빔밥_돌솥,main dish,밥류,147,5.39,2.95,24.68
비빔밥_육회,main dish,밥류,147,6.39,3.36,22.92
삼각김밥_참치마요네즈,main dish,밥류,199,5.93,8.21,25.45
수수밥,main dish,밥류,161,3.16,0.92,35.02
알밥,main dish,밥류,128,4.73,5.11,15.75
영양돌솥밥,main dish,밥류,184,3.43,2.87,36.06
오므라이스,main dish,밥류,173,6.5,7.23,20.54
자장밥,main dish,밥류,122,4.27,4.72,15.57
잡곡밥,main dish,밥류,146,5.3,0.87,29.33
잡채밥,main dish,밥류,150,4.02,3.42,25.79
주먹밥_소고기,main dish,밥류,178,4.76,2.18,34.73
짬뽕밥,main dish,밥류,72,3.2,1.4,11.65
차조밥,main dish,밥류,157,2.84,0.65,34.86
찰밥,main dish,밥류,153,4.39,0.18,33.56
초밥_모듬,main dish,밥류,160,9.66,1.59,26.72
초밥_유부초밥,main dish,밥류,194,5.78,5.77,29.82
카레라이스,main dish,밥류,108,3.11,1.4,20.74
콩나물밥,main dish,밥류,123,4.68,1.58,22.39
콩밥_검정콩,main dish,밥류,165,4.53,1.12,34.3
하이라이스,main dish,밥류,112,4.02,1.13,21.34
현미밥,main dish,밥류,172,3.1,0.47,38.9
회덮밥_모듬,main dish,밥류,145,9.1,4.15,17.76
미음,main dish,죽 및 스프류,19,0.3,0,4.7
대추차_대추차 핫(HOT) (L),snack,차류,53,0,0,0
대추차_대추차 핫(HOT) (M),snack,차류,56,0,0,0
녹차_제주 유기 녹차 아이스(ICED) (Tall),snack,차류,0,0,0,0
녹차_제주 유기 녹차 핫(HOT) (Tall),snack,차류,0,0,0,0
녹차_제주유기농녹차 아이스(ICED) (L),snack,차류,1,0.21,0,0
녹차_제주유기농녹차 핫(HOT) (L),snack,차류,0,0,0,0
녹차_프레시그린티 아이스(ICED),snack,차류,1,0,0,0
녹차_프레시그린티 핫(HOT),snack,차류,1,0,0,0
녹차_프루티 하동 아이스(ICED) (L),snack,차류,1,0,0,0
녹차_프루티 하동 핫(HOT) (L),snack,차류,1,0,0,0
녹차_해남 녹차 아이스(ICED),snack,차류,1,0,0,0
녹차_해남 녹차 핫(HOT),snack,차류,1,0,0,0
녹차_그린티 아이스(ICED) (R),snack,차류,2,0.19,0,0
녹차_그린티 핫(HOT) (R),snack,차류,1,0.11,0,0
녹차_자스민 그린티 아이스(ICED),snack,차류,4,0.03,0,0
녹차_자스민 그린티 핫(HOT),snack,차류,6,0.05,0,0
녹차_하동 녹차 아이스(ICED),snack,차류,0,0,0,0
녹차_하동 녹차 핫(HOT),snack,차류,0,0,0,0
대추차_사과 대추차,snack,차류,30,0,0,0
대추차_대추차 아이스(ICED) (L),snack,차류,53,0,0,0
대추차_대추차 아이스(ICED) (M),snack,차류,56,0,0,0
꿀차_꿀과실차 대추,snack,차류,22,0,0,0
꿀차_꿀과실차 레몬,snack,차류,21,0,0,0
꿀차_꿀과실차 모과,snack,차류,22,0,0,0
꿀차_꿀과실차 생강,snack,차류,23,0,0,0
꿀차_꿀과실차 유자,snack,차류,21,0,0,0
꿀차_꿀과실차 자몽,snack,차류,22,0.08,0,0
녹차_그린티 아이스(ICED),snack,차류,0,0,0,0
녹차_그린티,snack,차류,0,0,0,0
녹차_녹차 아이스(ICED),snack,차류,0,0.04,0,0
녹차_녹차 아이스(ICED),snack,차류,0,0,0,0
녹차_녹차 아이스(ICED),snack,차류,0,0,0,0
녹차_녹차 핫(HOT),snack,차류,0,0.03,0,0
녹차_녹차 핫(HOT),snack,차류,1,0,0,0
녹차_녹차 핫(HOT),snack,차류,0,0,0,0
녹차_녹차,snack,차류,0,0.03,0,0
녹차_자스민 그린티 아이스(ICED) (J),snack,차류,2,0.15,0,0
녹차_자스민 그린티 아이스(ICED) (L),snack,차류,2,0.21,0,0
녹차_자스민 그린티 핫(HOT) (J),snack,차류,2,0.21,0,0
녹차_자스민 그린티 핫(HOT) (L),snack,차류,2,0.24,0,0
기타차_체리석류 (L),snack,차류,3,0,0,0
기타차_체리석류 (M),snack,차류,2,0,0,0
기타차_캐모마일리치티 아이스(ICED),snack,차류,28,0,0,6.88
기타차_캐모마일리치티 핫(HOT),snack,차류,36,0.01,0,8.95
기타차_피치망고 (L),snack,차류,1,0,0,0
기타차_피치망고 (M),snack,차류,1,0,0,0
기타차_핑크 리치 프룻티,snack,차류,51,0.04,0,0
기타차_하동매실피치티 아이스(ICED),snack,차류,41,0.09,0.12,9.67
기타차_하동매실피치티 핫(HOT),snack,차류,53,0.12,0.15,12.57
기타차_한라봉 티 아이스(ICED),snack,차류,55,0.08,0,0
기타차_한라봉 티 핫(HOT),snack,차류,45,0.13,0,0
기타차_한라봉차 (L),snack,차류,35,0.05,0,0
기타차_한라봉차 (R),snack,차류,45,0.08,0,0
기타차_허니 캐모마일 아이스(ICED),snack,차류,1,0,0,0
기타차_허니 캐모마일 핫(HOT),snack,차류,1,0,0,0
기타차_화이트 템플 티 아이스(ICED),snack,차류,0,0,0,0
기타차_화이트 템플 티 핫(HOT),snack,차류,0,0,0,0
기타차_히비스커스 유자티 아이스(ICED),snack,차류,38,0.02,0,0
기타차_히비스커스 유자티 핫(HOT),snack,차류,48,0.06,0,0
기타차_슬림 망고 레몬 캐모마일티,snack,차류,0,0.06,0,0
기타차_슬림 망고 리치 히비스커스티,snack,차류,0,0.09,0,0
기타차_슬림 청포도 레몬 캐모마일티,snack,차류,0,0.06,0,0
기타차_슬림 청포도 리치 히비스커스티,snack,차류,0,0.07,0,0
기타차_엘더베리 아이스(ICED),snack,차류,0,0,0,0
기타차_엘더베리 핫(HOT),snack,차류,0,0,0,0
기타차_유자 엘더베리 아이스(ICED),snack,차류,41,0.21,0,0
기타차_유자 엘더베리 핫(HOT),snack,차류,41,0.21,0,0
기타차_인디안 차이 티 아이스(ICED),snack,차류,0,0,0,0
기타차_인디안 차이 티 핫(HOT),snack,차류,0,0,0,0
기타차_자몽 블랙 프룻티,snack,차류,37,0.1,0,0
기타차_자몽 얼그레이 티 아이스(ICED),snack,차류,53,0,0,0
기타차_자몽히비스커스티 아이스(ICED),snack,차류,19,0.1,0.01,4.71
기타차_자몽히비스커스티 핫(HOT),snack,차류,25,0.13,0.01,6.12
기타차_작설차,snack,차류,1,0.17,0,0
기타차_제주 한라봉 블랙티 아이스(ICED),snack,차류,41,0,0,0
기타차_체리 히비스커스티 아이스(ICED) (L),snack,차류,24,0,0,5.81
기타차_체리 히비스커스티 아이스(ICED) (ML),snack,차류,21,0,0,5.21
기타차_체리 히비스커스티 핫(HOT) (ML),snack,차류,25,0,0,6.26
기타차_리치 캐모마일티 아이스(ICED) (L),snack,차류,28,0,0,6.98
기타차_리치 캐모마일티 아이스(ICED) (ML),snack,차류,37,0,0,9.3
기타차_리치 캐모마일티 핫(HOT) (ML),snack,차류,45,0,0,11.17
기타차_매실차 아이스(ICED) (L),snack,차류,30,0,0,0
기타차_매실차 아이스(ICED) (M),snack,차류,29,0,0,0
기타차_매실차 핫(HOT) (L),snack,차류,30,0,0,0
기타차_매실차 핫(HOT) (M),snack,차류,29,0,0,0
기타차_배도라지차 아이스(ICED),snack,차류,41,0,0,10.15
기타차_배도라지차 핫(HOT),snack,차류,53,0,0,13.2
기타차_베리 히비스커스 아이스(ICED),snack,차류,2,0,0,0
기타차_베리 히비스커스 핫(HOT),snack,차류,2,0,0,0
기타차_샹그리아 프루티 아이스(ICED),snack,차류,38,0.06,0,0
기타차_샹그리아 프루티 핫(HOT),snack,차류,44,0.08,0,0
기타차_스노우코코 아이스(ICED) (L),snack,차류,0,0,0,0
기타차_스노우코코 아이스(ICED) (M),snack,차류,0,0,0,0
기타차_스노우코코 핫(HOT) (L),snack,차류,0,0,0,0
기타차_스노우코코 핫(HOT) (M),snack,차류,0,0,0,0
기타차_스트로베리 프룻티,snack,차류,44,0.11,0,0
기타차_슬림 딸기 레몬 캐모마일티,snack,차류,0,0.06,0,0
기타차_피치우롱스위티 아이스(ICED),snack,차류,25,0.17,0,0
기타차_피치우롱스위티 핫(HOT),snack,차류,41,0.27,0,0
기타차_한라봉차,snack,차류,51,0.21,0,0
기타차_딸기오렌지바나나 (L),snack,차류,1,0,0,0
기타차_딸기오렌지바나나 (M),snack,차류,1,0,0,0
기타차_딸기차 아이스(ICED) (L),snack,차류,32,0.06,0,0
기타차_딸기차 아이스(ICED) (M),snack,차류,32,0.07,0,0
기타차_딸기차 핫(HOT) (L),snack,차류,32,0.06,0,0
기타차_딸기차 핫(HOT) (M),snack,차류,32,0.07,0,0
기타차_레몬&오렌지홍차티 아이스(ICED),snack,차류,1,0.07,0,0
기타차_레몬&오렌지홍차티 핫(HOT),snack,차류,2,0.11,0,0
기타차_레몬진저 캐모마일 아이스(ICED),snack,차류,21,0.21,0,0
기타차_레몬진저 캐모마일 핫(HOT),snack,차류,21,0.21,0,0
기타차_레몬페퍼민트티 아이스(ICED),snack,차류,25,0.05,0.02,5.54
기타차_레몬페퍼민트티 핫(HOT),snack,차류,33,0.07,0.03,7.2
기타차_레몬허니블랙티 아이스(ICED),snack,차류,34,0.1,0.01,8.13
기타차_레몬허니블랙티 핫(HOT),snack,차류,44,0.14,0.01,10.57
기타차_루이보스 바닐라 티 아이스(ICED),snack,차류,0,0,0,0
기타차_루이보스 바닐라 티 핫(HOT),snack,차류,0,0,0,0
김밥_참치,main dish,밥류,170,6.44,5.89,22.73
소시지_쏘시봉,side dish,수·조·어·육류,200,7.27,12.73,14.55
계란덮밥,main dish,밥류,143,4.31,2.82,25.14
곤드레나물밥,main dish,밥류,149,2.94,2.71,28.26
국밥,main dish,밥류,52,3.45,1.03,7.33
국밥_굴,main dish,밥류,105,6.52,2.74,13.6
국밥_돼지고기,main dish,밥류,76,5.53,3.22,6.23
국밥_소고기,main dish,밥류,47,3.11,1.16,6.09
귀리밥,main dish,밥류,162,3.9,0.87,34.54
김밥_샐러드,main dish,밥류,162,3.85,5.41,24.58
김밥_소고기,main dish,밥류,160,6.39,3.85,25.01
누룽지_뜨거운물첨가,main dish,밥류,69,1.32,0.1,15.06
덮밥_송이버섯,main dish,밥류,97,3.04,2.34,15.93
덮밥_유산슬,main dish,밥류,105,4.9,3.46,13.44
덮밥_장어,main dish,밥류,179,7.52,5.74,24.34
덮밥_참치,main dish,밥류,136,5.84,3.35,20.59
덮밥_해물,main dish,밥류,110,6.01,3.21,14.35
리소토/리조또_간편조리세트_베이컨버섯크림리조또,main dish,밥류,187,3.11,12.29,15.9
리소토/리조또_간편조리세트_쉬림프로제리조또,main dish,밥류,176,3.35,9.77,18.57
묵밥,main dish,밥류,68,1.56,0.81,13.54
볶음밥_간편조리세트_돼지불백깍둑볶음누룽밥,main dish,밥류,186,10.82,7.84,17.92
볶음밥,main dish,밥류,193,6.92,8.38,22.5
볶음밥_김치,main dish,밥류,167,4.18,6.44,23.21
볶음밥_삼선,main dish,밥류,172,6.56,6.62,21.44
볶음밥_새우,main dish,밥류,175,4.5,4.9,28.2
볶음밥_해물,main dish,밥류,176,6.28,6.75,22.61
비빔밥_간편조리세트_꼬막비빔밥,main dish,밥류,103,7.33,3.29,11.01
비빔밥,main dish,밥류,142,4.47,3.81,22.5
비빔밥_멍게,main dish,밥류,137,4.15,3.28,22.68
비빔밥_약초,main dish,밥류,128,2.98,3.98,20.05
삼각김밥_고추장불고기,main dish,밥류,165,3.66,1.58,34.11
삼각김밥_숯불갈비,main dish,밥류,161,4,1.67,32.55
삼각김밥_참치마요네즈,main dish,밥류,172,3.94,3.2,31.95
새우튀김롤,main dish,밥류,202,4.82,6.06,32.09
쌀밥,main dish,밥류,166,3.36,0.32,37.33
알밥_간편조리세트_갑오징어알뚝밥,main dish,밥류,124,9.82,4.88,10.21
연어롤,main dish,밥류,170,6.19,5.13,24.77
연잎밥,main dish,밥류,207,4,0.3,47
오곡밥,main dish,밥류,156,4.78,0.52,32.93
자장밥,main dish,밥류,148,3.05,4.46,24.01
잡탕밥,main dish,밥류,104,5.88,2.68,13.99
주먹밥_멸치,main dish,밥류,208,6,4.4,36.2
짜장밥_오징어,main dish,밥류,136,6.3,2.8,21.5
초밥_광어,main dish,밥류,151,9.02,1.31,25.85
초밥_농어,main dish,밥류,159,6.97,0.53,31.5
초밥_모듬,main dish,밥류,154,8.47,2.02,25.48
초밥_문어,main dish,밥류,157,5.85,0.3,32.71
초밥_새우,main dish,밥류,130,7.78,1.94,20.41
초밥_연어,main dish,밥류,207,11.2,9.36,19.59
초밥_유부초밥,main dish,밥류,165,4.32,2.51,31.26
초밥_장어,main dish,밥류,195,6.61,4.33,32.27
초밥_한치,main dish,밥류,150,5.48,0.34,31.17
충무김밥,main dish,밥류,146,5.86,1.49,27.29
캘리포니아롤,main dish,밥류,163,4.11,3.02,29.74
콩밥_강낭콩,main dish,밥류,173,4.38,0.39,38.04
회덮밥,main dish,밥류,137,6.04,3.31,20.66
깨죽,main dish,죽 및 스프류,64,1.71,1.99,9.91
게살죽,main dish,죽 및 스프류,71,2.24,0.89,13.42
미음_칠분도미,main dish,죽 및 스프류,20,0.3,0.1,4.6
미음_현미,main dish,죽 및 스프류,19,0.4,0.1,4.4
백합죽,main dish,죽 및 스프류,65,2.36,0.8,12.1
소고기버섯죽,main dish,죽 및 스프류,72,2.34,0.93,13.63
스프_감자,main dish,죽 및 스프류,98,1.91,6.54,7.91
스프_소고기,main dish,죽 및 스프류,40,1.06,0.87,6.91
스프_양송이버섯,main dish,죽 및 스프류,42,0.78,1.11,7.23
스프_크림,main dish,죽 및 스프류,45,0.64,1.59,7.03
스프_옥수수,main dish,죽 및 스프류,46,0.83,1.48,7.33
쌀죽(흰죽),main dish,죽 및 스프류,53,0.99,0.15,11.45
쌀죽(흰죽),main dish,죽 및 스프류,52,1.33,0.15,11.43
쌀죽(흰죽)_삼광,main dish,죽 및 스프류,53,0.89,0.1,11.51
쌀죽(흰죽)_새일미,main dish,죽 및 스프류,55,1.09,0.17,11.72
쌀죽(흰죽)_신동진,main dish,죽 및 스프류,53,0.96,0.15,11.42
쌀죽(흰죽)_오대,main dish,죽 및 스프류,52,1.02,0.18,11.16
쌀죽(흰죽)_칠분도미,main dish,죽 및 스프류,68,1.1,0.2,15.6
어죽,main dish,죽 및 스프류,69,2.55,0.94,12.6
율무죽,main dish,죽 및 스프류,77,3.26,0.98,13.75
잣죽,main dish,죽 및 스프류,125,2.74,2.8,22.18
참깨죽,main dish,죽 및 스프류,38,1,1.2,5.9
참치죽,main dish,죽 및 스프류,82,3.02,2.01,13.07
채소죽,main dish,죽 및 스프류,70,1.15,1.39,13.3
현미죽,main dish,죽 및 스프류,64,1.2,0.4,15.2
감자국,main dish,국 및 탕류,32,1.19,0.79,4.94
게국지,main dish,국 및 탕류,38,4.08,1.1,2.88
곰치국,main dish,국 및 탕류,42,5.43,1.18,2.39
곰탕,main dish,국 및 탕류,61,6.47,1.23,6.03
김치국,main dish,국 및 탕류,20,1.2,0.62,2.33
낙지탕,main dish,국 및 탕류,31,4.9,0.53,1.73
달걀국,main dish,국 및 탕류,39,3.25,2.38,1.12
된장국_감자,main dish,국 및 탕류,40,1.63,1.04,6.11
된장국_무,main dish,국 및 탕류,23,1.36,0.53,3.27
된장국_시금치,main dish,국 및 탕류,21,1.69,0.84,1.54
된장국_시래기,main dish,국 및 탕류,22,1.49,0.69,2.44
된장국_우렁,main dish,국 및 탕류,49,4.92,1.54,3.84
매생이국,main dish,국 및 탕류,24,2,0.56,2.68
무국_소고기,main dish,국 및 탕류,31,3.55,1,1.95
묵말이_도토리묵,main dish,국 및 탕류,36,0.52,0.65,6.9
미소된장국,main dish,국 및 탕류,25,1.87,1.2,1.87
미역국_굴,main dish,국 및 탕류,17,1.43,0.64,1.37
미역국_바지락,main dish,국 및 탕류,9,0.89,0.22,0.95
미역국_북어,main dish,국 및 탕류,19,2.46,0.56,1.04
미역국_참치,main dish,국 및 탕류,19,2.62,0.57,0.9
미역국_홍합,main dish,국 및 탕류,26,3.03,0.72,1.78
새우탕_간편조리세트_전복민물새우탕,main dish,국 및 탕류,56,2.85,0.45,10.07
소탕,main dish,국 및 탕류,58,5.1,3.57,1.27
순대국,main dish,국 및 탕류,68,5.44,4.13,2.16
아구탕,main dish,국 및 탕류,41,6.3,0.82,2.13
어묵국(어묵탕)_간편조리세트_프리미엄 이자카야어묵탕,main dish,국 및 탕류,69,3.48,1.26,11.01
어탕,main dish,국 및 탕류,57,8.47,2.06,1.21
연포탕,main dish,국 및 탕류,54,9.49,0.9,2.02
오이냉국,main dish,국 및 탕류,19,0.5,0.09,3.92
올갱이국,main dish,국 및 탕류,24,2.28,0.7,2.17
전복탕,main dish,국 및 탕류,33,4.47,0.5,2.63
조개국_바지락,main dish,국 및 탕류,29,4,0.56,1.84
지리탕_대구,main dish,국 및 탕류,44,6.93,1.03,1.65
지리탕_복,main dish,국 및 탕류,39,6.95,0.45,1.72
초당순두부,main dish,국 및 탕류,58,5.46,3.24,1.76
해장국_뼈다귀,main dish,국 및 탕류,71,7.46,3.57,2.34
해장국_선지,main dish,국 및 탕류,31,4.93,0.54,1.67
해장국_우거지,main dish,국 및 탕류,26,1.98,0.98,2.25
홍합탕_홍합만,main dish,국 및 탕류,29,3.68,0.57,2.28
황태해장국,main dish,국 및 탕류,30,4.08,1.13,0.95
무국물,main dish,국 및 탕류,3,0.16,0,0.55
고등어찌개,main dish,찌개 및 전골류,100,8.15,5.62,4.27
곱창전골_간편조리세트_대한곱창 곱창전골,main dish,찌개 및 전골류,140,5.79,9.11,8.65
곱창전골_간편조리세트_소곱창순대전골,main dish,찌개 및 전골류,75,3.95,2.82,8.36
곱창전골_소고기,main dish,찌개 및 전골류,88,6.93,4.55,4.87
김치찌개,main dish,찌개 및 전골류,61,3.77,3.75,2.98
김치찌개_김치만,main dish,찌개 및 전골류,46,1.55,3.09,2.95
김치찌개_햄,main dish,찌개 및 전골류,63,3.7,3.47,4.23
꽁치찌개,main dish,찌개 및 전골류,118,8,7.77,4.07
꽃게탕_간편조리세트_3마리꽃게탕,main dish,찌개 및 전골류,26,2.58,0.62,2.47
나베_간편조리세트_통등심가스나베,main dish,찌개 및 전골류,170,5.41,9.52,15.71
낙지전골_간편조리세트_낙곱새,main dish,찌개 및 전골류,88,5.47,1.64,12.88
돼지고기찌개_간편조리세트_돼지고기 짜글이,main dish,찌개 및 전골류,108,10.46,4.64,6.04
돼지고기찌개_간편조리세트_돼지고기고추장찌개,main dish,찌개 및 전골류,49,4.32,1.13,5.28
된장찌개_간편조리세트_고깃집 된장찌개,main dish,찌개 및 전골류,110,7.71,6.33,5.44
된장찌개_간편조리세트_구수한 버섯된장찌개,main dish,찌개 및 전골류,26,1.79,0.4,3.88
된장찌개_우렁_강된장,main dish,찌개 및 전골류,136,7.28,4.74,16.09
두부전골,main dish,찌개 및 전골류,63,5.12,3.22,3.42
두부찌개_새우젓,main dish,찌개 및 전골류,55,5.4,2.7,2.4
마라탕_간편조리세트_마라탕,main dish,찌개 및 전골류,88,4.64,5.15,5.72
마라탕,main dish,찌개 및 전골류,66,3.91,3.27,5.1
만두전골_간편조리세트_얼큰왕만두전골,main dish,찌개 및 전골류,75,2.67,2.07,11.35
만두전골,main dish,찌개 및 전골류,57,3.61,2.23,5.55
매운탕_광어,main dish,찌개 및 전골류,70,9.74,2.77,1.52
매운탕_대구,main dish,찌개 및 전골류,60,9.56,1.2,2.81
매운탕_메기,main dish,찌개 및 전골류,67,4.77,1.7,8.1
매운탕_서더리,main dish,찌개 및 전골류,30,4.02,1.27,0.63
매운탕_아귀,main dish,찌개 및 전골류,43,6.85,0.71,2.32
매운탕_우럭,main dish,찌개 및 전골류,68,8.69,2.84,1.87
매운탕_조기,main dish,찌개 및 전골류,64,5.85,3.23,2.88
매운탕_짱뚱어,main dish,찌개 및 전골류,31,1.92,1.42,2.77
밀푀유나베_간편조리세트_매콤 밀푀유나베,main dish,찌개 및 전골류,55,4.13,3.11,2.52
밀푀유나베_간편조리세트_밀푀유나베,main dish,찌개 및 전골류,36,3.45,1.64,1.8
밀푀유나베_간편조리세트_밀푀유나베,main dish,찌개 및 전골류,41,3.66,1.17,3.83
밀푀유나베_간편조리세트_밀푀유나베,main dish,찌개 및 전골류,47,3.53,1.02,5.94
버섯전골_간편조리세트_남도식 들깨 버섯전골,main dish,찌개 및 전골류,40,2.14,1.5,4.54
버섯찌개,main dish,찌개 및 전골류,42,3.68,1.3,3.85
부대찌개_간편조리세트_오뎅식당 부대찌개,main dish,찌개 및 전골류,145,6.27,10.31,6.77
부대찌개_간편조리세트_의정부식부대찌개,main dish,찌개 및 전골류,106,3.36,5.55,10.7
부대찌개_간편조리세트_햄듬뿍부대찌개,main dish,찌개 및 전골류,94,4.87,4.46,8.62
부대찌개,main dish,찌개 및 전골류,67,3.07,3.1,6.62
불고기전골_간편조리세트_서울식 소불고기전골,main dish,찌개 및 전골류,104,5.96,4.34,10.38
불고기전골_간편조리세트_서울식 육수불고기,main dish,찌개 및 전골류,96,6.73,2.06,12.54
불고기전골_간편조리세트_서울식불고기전골,main dish,찌개 및 전골류,41,3.74,0.7,4.91
불고기전골_간편조리세트_서울식불고기전골,main dish,찌개 및 전골류,114,6.5,5.37,9.83
불낙전골_간편조리세트_이게불낙이야,main dish,찌개 및 전골류,63,6.6,1.75,5.32
샤브샤브_간편조리세트_소고기 샤브샤브,main dish,찌개 및 전골류,34,2.71,1.26,2.99
샤브샤브_간편조리세트_소고기스키야키,main dish,찌개 및 전골류,76,6.23,1.78,8.65
샤브샤브_간편조리세트_일호식 스키야키,main dish,찌개 및 전골류,51,3.36,2.6,3.64
샤브샤브_소고기,main dish,찌개 및 전골류,44,4.85,1.63,2.45
소고기전골_간편조리세트_어복쟁반,main dish,찌개 및 전골류,37,3.39,1.96,1.41
소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,main dish,찌개 및 전골류,73,4.4,4.94,2.69
소고기전골_간편조리세트_평양식 어복쟁반,main dish,찌개 및 전골류,76,7.02,2.94,5.35
순두부찌개_간편조리세트_강릉식 짬뽕 순두부,main dish,찌개 및 전골류,42,3.78,1.74,2.78
순두부찌개_간편조리세트_우삼겹 순두부찌개,main dish,찌개 및 전골류,43,3.54,2.09,2.44
순두부찌개_간편조리세트_우삼겹 순두부찌개,main dish,찌개 및 전골류,47,3.75,2.16,3.08
순두부찌개_간편조리세트_짬뽕순두부찌개,main dish,찌개 및 전골류,51,3.82,2.52,3.2
순두부찌개_간편조리세트_해물짬뽕순두부,main dish,찌개 및 전골류,53,3.31,2.81,3.53
청국장찌개_간편조리세트_영월식 청국장,main dish,찌개 및 전골류,74,6.09,3.13,5.38
청국장찌개_간편조리세트_우삼겹 청국장찌개,main dish,찌개 및 전골류,80,5.58,4.88,3.32
청국장찌개_두부_채소,main dish,찌개 및 전골류,79,6.32,4.63,2.94
추어탕,main dish,찌개 및 전골류,32,2.27,1.32,2.68
해물탕_간편조리세트_바다를 품은 해물탕,main dish,찌개 및 전골류,33,4.11,0.96,2.02
해물탕,main dish,찌개 및 전골류,45,6.63,0.78,2.77
해신탕,main dish,찌개 및 전골류,57,7.93,1.88,2.03
호박찌개,main dish,찌개 및 전골류,32,1.87,0.87,4.07
훠궈_소고기,main dish,찌개 및 전골류,93,4.81,5.11,6.83
